节点code,节点类型,节点名称,证券代码,生效时间,失效时间
1253707,公司,上海元祖梦果子股份有限公司,,2026-07-30,
1281797,公司,广东颐丰智慧农业股份有限公司,,2026-07-30,
1284471,公司,东莞铭丰包装股份有限公司,,2026-07-30,
130138962,公司,广东百利食品股份有限公司,,2026-07-30,
1301991,公司,新疆百富餐饮股份有限公司,,2026-07-30,
1302726,公司,宁波喜悦智行科技股份有限公司,,2026-07-30,
1333934,公司,西安环球印务股份有限公司,,2026-07-30,
1334207,公司,欧浦智网股份有限公司,,2026-07-30,
1334751,公司,华凯易佰科技股份有限公司,,2026-07-30,
1335314,公司,熊猫乳品集团股份有限公司,,2026-07-30,
1335618,公司,河南金丹乳酸科技股份有限公司,,2026-07-30,
1345775,公司,草原兴发食品科技(北京)股份有限公司,,2026-07-30,
1352054,公司,千禾味业食品股份有限公司,,2026-07-30,
1352060,公司,山东惠发食品股份有限公司,,2026-07-30,
1356152,公司,湖北黄商集团股份有限公司,,2026-07-30,
1364185,公司,紫燕食品集团股份有限公司,,2026-07-30,
1372375,公司,苏州华源控股股份有限公司,,2026-07-30,
145530801,公司,IFBH Limited,,2026-07-30,
153718556,公司,成都太和坊食品股份有限公司,,2026-07-30,
160617359,公司,江苏新天地食品股份有限公司,,2026-07-30,
1677459,公司,驰骋控股集团股份有限公司,,2026-07-30,
1677803,公司,三只松鼠股份有限公司,,2026-07-30,
1700240,公司,南京沪江复合材料股份有限公司,,2026-07-30,
1703057,公司,浙江茗皇天然食品开发股份有限公司,,2026-07-30,
1715671,公司,广东金冠科技股份有限公司,,2026-07-30,
1730385,公司,深圳市中海通物流股份有限公司,,2026-07-30,
1736208,公司,东鹏饮料(集团)股份有限公司,,2026-07-30,
1736380,公司,重庆旺峰肉业股份有限公司,,2026-07-30,
1740866,公司,深圳市凯东源现代物流股份有限公司,,2026-07-30,
1741704,公司,厦门吉宏科技股份有限公司,,2026-07-30,
1751446,公司,广东原尚物流股份有限公司,,2026-07-30,
1751449,公司,北京国联视讯信息技术股份有限公司,,2026-07-30,
1761212,公司,中国铝罐控股有限公司,,2026-07-30,
1762105,公司,金徽酒股份有限公司,,2026-07-30,
1768271,公司,新疆汇嘉时代百货股份有限公司,,2026-07-30,
1783585,公司,南通光合生物技术股份有限公司,,2026-07-30,
1784328,公司,广东绿之彩科技股份有限公司,,2026-07-30,
1788423,公司,浙江圣达生物药业股份有限公司,,2026-07-30,
1792519,公司,青岛食品股份有限公司,,2026-07-30,
1793219,公司,山东百龙创园生物科技股份有限公司,,2026-07-30,
1797804,公司,香飘飘食品股份有限公司,,2026-07-30,
1867990,公司,深圳市顺电连锁股份有限公司,,2026-07-30,
1868522,公司,佳禾食品工业股份有限公司,,2026-07-30,
1869906,公司,东晓生物科技股份有限公司,,2026-07-30,
1872267,公司,浙江衢州东方集团股份有限公司,,2026-07-30,
1881629,公司,安徽华业香料股份有限公司,,2026-07-30,
1882798,公司,西安小六饮食(集团)股份有限公司,,2026-07-30,
1884858,公司,金太阳粮油股份有限公司,,2026-07-30,
1885935,公司,东莞市厚威包装科技股份有限公司,,2026-07-30,
1886788,公司,广源包装集团股份有限公司,,2026-07-30,
1888876,公司,万洲国际有限公司,,2026-07-30,
190618612,公司,龙丰集团控股有限公司,,2026-07-30,
1921668,公司,原生态牧业有限公司,,2026-07-30,
1924710,公司,河南恒瑞淀粉科技股份有限公司,,2026-07-30,
1925385,公司,甘肃国芳工贸(集团)股份有限公司,,2026-07-30,
1934411,公司,华禧控股有限公司,,2026-07-30,
1944023,公司,浙江一景乳业股份有限公司,,2026-07-30,
1977201,公司,美捷汇控股有限公司,,2026-07-30,
1999224,公司,无锡市兴港包装股份有限公司,,2026-07-30,
1999240,公司,柳州爱格富食品科技股份有限公司,,2026-07-30,
2003646,公司,深圳市柏星龙创意包装股份有限公司,,2026-07-30,
2009958,公司,山东东阿东方阿胶股份有限公司,,2026-07-30,
2013945,公司,京东集团股份有限公司,,2026-07-30,
2016051,公司,惠生国际控股有限公司,,2026-07-30,
2028942,公司,有友食品股份有限公司,,2026-07-30,
2070515,公司,深圳市三态电子商务股份有限公司,,2026-07-30,
2070516,公司,海南火焰柒号文化传媒股份有限公司,,2026-07-30,
2108763,公司,嘉耀控股有限公司,,2026-07-30,
2109788,公司,安徽雪郎生物科技股份有限公司,,2026-07-30,
2111959,公司,鸿福堂集团控股有限公司,,2026-07-30,
2115788,公司,圆通国际快递供应链科技有限公司,,2026-07-30,
2116048,公司,中国圣牧有机奶业有限公司,,2026-07-30,
2116495,公司,武汉九生堂生物科技股份有限公司,,2026-07-30,
2132055,公司,河北康远清真食品股份有限公司,,2026-07-30,
2138338,公司,嘉士利集团有限公司,,2026-07-30,
2138931,公司,富临集团控股有限公司,,2026-07-30,
2140547,公司,南京虎凤蝶电子商务科技股份有限公司,,2026-07-30,
2166912,公司,阿里巴巴集团控股有限公司,,2026-07-30,
2167991,公司,保定味群食品科技股份有限公司,,2026-07-30,
2168000,公司,青岛天行健物流股份有限公司,,2026-07-30,
2169672,公司,上海艾录包装股份有限公司,,2026-07-30,
2171877,公司,广东英联包装股份有限公司,,2026-07-30,
2175983,公司,浙江茶乾坤食品股份有限公司,,2026-07-30,
2176010,公司,安徽华恒生物科技股份有限公司,,2026-07-30,
2205466,公司,上海全胜物流股份有限公司,,2026-07-30,
2212238,公司,绝味食品股份有限公司,,2026-07-30,
2238094,公司,呷哺呷哺餐饮管理(中国)控股有限公司,,2026-07-30,
2240519,公司,盐津铺子食品股份有限公司,,2026-07-30,
2247980,公司,宁夏红山河食品股份有限公司,,2026-07-30,
2281399,公司,兰州亚成生物科技股份有限公司,,2026-07-30,
2293088,公司,山东三信商贸股份有限公司,,2026-07-30,
2307824,公司,江苏康能生物工程股份有限公司,,2026-07-30,
2308223,公司,长春市朱老六食品股份有限公司,,2026-07-30,
2308236,公司,安徽九华山酒业股份有限公司,,2026-07-30,
2313482,公司,江苏利特尔绿色包装股份有限公司,,2026-07-30,
2330336,公司,海航冷链控股股份有限公司,,2026-07-30,
2339909,公司,合肥银山棉麻股份有限公司,,2026-07-30,
2347304,公司,田野创新股份有限公司,,2026-07-30,
2359394,公司,苏州同里印刷科技股份有限公司,,2026-07-30,
2375575,公司,云南海潮集团听牧肉牛产业股份有限公司,,2026-07-30,
23996785,公司,河北永和荣达生物科技股份有限公司,,2026-07-30,
2400454,公司,沈阳递家物流股份有限公司,,2026-07-30,
2406109,公司,生活概念控股有限公司,,2026-07-30,
2423330,公司,宝尊电商有限公司,,2026-07-30,
2423582,公司,银盛数惠数字有限公司,,2026-07-30,
2426989,公司,广州若羽臣科技股份有限公司,,2026-07-30,
2428276,公司,江苏同益国际物流股份有限公司,,2026-07-30,
2429538,公司,华宝科技股份有限公司,,2026-07-30,
2431346,公司,上海商会网网络集团股份有限公司,,2026-07-30,
2431363,公司,广东兴亿海洋生物工程股份有限公司,,2026-07-30,
2431617,公司,广东裕丰食品股份有限公司,,2026-07-30,
2439528,公司,中国顺客隆控股有限公司,,2026-07-30,
2454883,公司,江苏锦达保税仓储股份有限公司,,2026-07-30,
2455041,公司,甘肃爽口源生态科技股份有限公司,,2026-07-30,
2483560,公司,溜溜梅股份有限公司,,2026-07-30,
2496013,公司,黑龙江省恒源食品股份有限公司,,2026-07-30,
2497542,公司,保正(上海)供应链管理股份有限公司,,2026-07-30,
2497792,公司,广州凡科互联网科技股份有限公司,,2026-07-30,
2500291,公司,内蒙古骑士乳业集团股份有限公司,,2026-07-30,
2503862,公司,河南去吧看看网络科技股份有限公司,,2026-07-30,
2505027,公司,北京酥儿胡同科技发展股份有限公司,,2026-07-30,
2513213,公司,福建万辰食品集团股份有限公司,,2026-07-30,
2538461,公司,山东龙盛食品股份有限公司,,2026-07-30,
2538468,公司,广东林中宝生物科技股份有限公司,,2026-07-30,
2538530,公司,浙江特美新材料股份有限公司,,2026-07-30,
2538942,公司,新疆东方红番茄股份有限公司,,2026-07-30,
2539097,公司,北京瓜尔润科技股份有限公司,,2026-07-30,
2539860,公司,深圳百果园实业(集团)股份有限公司,,2026-07-30,
2540368,公司,猫屎咖啡控股有限公司,,2026-07-30,
2544651,公司,广东宏川智慧物流股份有限公司,,2026-07-30,
2544696,公司,湖北华鼎团膳管理股份有限公司,,2026-07-30,
2546624,公司,黑龙江省五米常香农业科技发展股份有限公司,,2026-07-30,
2546749,公司,广州捷世通供应链股份有限公司,,2026-07-30,
2546919,公司,武汉红鼎豆捞餐饮股份有限公司,,2026-07-30,
2547490,公司,内蒙古华欧淀粉工业股份有限公司,,2026-07-30,
2549969,公司,宁夏新华物流股份有限公司,,2026-07-30,
2552423,公司,内蒙古澳菲利食品股份有限公司,,2026-07-30,
2552636,公司,格润食品集团股份有限公司,,2026-07-30,
2553426,公司,新享时代集团有限公司,,2026-07-30,
25558377,公司,四川百茶百道实业股份有限公司,,2026-07-30,
2556298,公司,北京友宝在线科技股份有限公司,,2026-07-30,
2556355,公司,宁夏法塞特农业科技股份有限公司,,2026-07-30,
2556543,公司,内蒙古额尔敦羊业股份有限公司,,2026-07-30,
2556594,公司,山东凯欣绿色食品股份有限公司,,2026-07-30,
2556848,公司,浙江金晟环保股份有限公司,,2026-07-30,
2556887,公司,山东环丰食品股份有限公司,,2026-07-30,
2556927,公司,内蒙古佰惠生新农业科技股份有限公司,,2026-07-30,
2556936,公司,浙江济公缘控股股份有限公司,,2026-07-30,
2582896,公司,安徽利民生物科技股份有限公司,,2026-07-30,
2588857,公司,广东天元实业集团股份有限公司,,2026-07-30,
2588871,公司,广东利泰大健康产业股份有限公司,,2026-07-30,
2606678,公司,宝艺新材料股份有限公司,,2026-07-30,
2606948,公司,江苏润普食品科技股份有限公司,,2026-07-30,
2607283,公司,广东南字科技股份有限公司,,2026-07-30,
2610345,公司,澳至尊国际控股有限公司,,2026-07-30,
2612408,公司,北京六智信息技术股份有限公司,,2026-07-30,
2612414,公司,合德堂控股(深圳)股份有限公司,,2026-07-30,
267104,公司,晨光生物科技集团股份有限公司,,2026-07-30,
268824,公司,澳优乳业股份有限公司,,2026-07-30,
268839,公司,亚洲果业控股有限公司,,2026-07-30,
2694246,公司,盖世食品股份有限公司,,2026-07-30,
2707484,公司,今米房集团控股有限公司,,2026-07-30,
2769565,公司,贵州五福坊食品(集团)股份有限公司,,2026-07-30,
2769593,公司,汕头市潮庭食品股份有限公司,,2026-07-30,
2770222,公司,洛阳餐旅实业股份有限公司,,2026-07-30,
2770265,公司,上海丁义兴食品股份有限公司,,2026-07-30,
277047,公司,苏宁易购集团股份有限公司,,2026-07-30,
2772723,公司,河南酒便利商业股份有限公司,,2026-07-30,
2775881,公司,同庆楼餐饮股份有限公司,,2026-07-30,
2777489,公司,上海海融食品科技股份有限公司,,2026-07-30,
2777490,公司,上海翔港包装科技股份有限公司,,2026-07-30,
278335,公司,国美零售控股有限公司,,2026-07-30,
2785693,公司,浙江明辉蔬果配送股份有限公司,,2026-07-30,
2785885,公司,杭州华商物流股份有限公司,,2026-07-30,
2786371,公司,浙江启利兴光可可制品股份有限公司,,2026-07-30,
2786379,公司,山西天生红枣业股份有限公司,,2026-07-30,
2789981,公司,广东天池茶业股份有限公司,,2026-07-30,
2799990,公司,浙江金海蕴生物股份有限公司,,2026-07-30,
280091,公司,传化智联股份有限公司,,2026-07-30,
28016187,公司,聚水潭集团股份有限公司,,2026-07-30,
2801859,公司,一木集团(控股)有限公司,,2026-07-30,
2807022,公司,浙江艾格生物科技股份有限公司,,2026-07-30,
2808541,公司,密尔克卫智能供应链服务集团股份有限公司,,2026-07-30,
2811615,公司,冠均国际控股有限公司,,2026-07-30,
2812161,公司,VSING Limited,,2026-07-30,
281364,公司,粤海广南(集团)有限公司,,2026-07-30,
2818205,公司,颐海国际控股有限公司,,2026-07-30,
2818206,公司,亲亲食品集团(开曼)股份有限公司,,2026-07-30,
282260,公司,第一太平有限公司,,2026-07-30,
282604,公司,常茂生物化学工程股份有限公司,,2026-07-30,
282909,公司,稻香控股有限公司,,2026-07-30,
2830331,公司,黑龙江北鳐食品股份有限公司,,2026-07-30,
283051,公司,华信地产财务有限公司,,2026-07-30,
2831664,公司,嘉必优生物技术(武汉)股份有限公司,,2026-07-30,
2837207,公司,利福中国集团有限公司,,2026-07-30,
283791,公司,宁波中百股份有限公司,,2026-07-30,
2839528,公司,骏高控股有限公司,,2026-07-30,
2843224,公司,河北方大新材料股份有限公司,,2026-07-30,
2843466,公司,山东嘉华生物科技股份有限公司,,2026-07-30,
2843719,公司,安庆新雪莲生物科技股份有限公司,,2026-07-30,
2843807,公司,福建环海生物科技股份有限公司,,2026-07-30,
2843834,公司,昆山多宾陈列展示股份有限公司,,2026-07-30,
2844248,公司,济宁鸿润食品股份有限公司,,2026-07-30,
2844253,公司,上海大力人良科技发展股份有限公司,,2026-07-30,
2844320,公司,福建省熠烁科技股份有限公司,,2026-07-30,
2844398,公司,北京天时恒生网络股份有限公司,,2026-07-30,
2844491,公司,北京纯聚科技股份有限公司,,2026-07-30,
2844519,公司,嘉兴市豪能科技股份有限公司,,2026-07-30,
2844586,公司,安徽华运超市股份有限公司,,2026-07-30,
2844698,公司,宁波瑞星时光商业股份有限公司,,2026-07-30,
2844786,公司,杭州壹网壹创科技股份有限公司,,2026-07-30,
2849610,公司,港娱国际控股有限公司,,2026-07-30,
285213,公司,沈阳商业城股份有限公司,,2026-07-30,
285215,公司,银川新华百货商业集团股份有限公司,,2026-07-30,
285250,公司,承德露露股份公司,,2026-07-30,
285254,公司,康师傅控股有限公司,,2026-07-30,
285295,公司,江苏恒顺醋业股份有限公司,,2026-07-30,
285310,公司,上海百联集团股份有限公司,,2026-07-30,
285392,公司,贵州茅台酒股份有限公司,,2026-07-30,
285465,公司,王府井集团股份有限公司,,2026-07-30,
285473,公司,长沙通程控股股份有限公司,,2026-07-30,
285493,公司,广西农投糖业集团股份有限公司,,2026-07-30,
285507,公司,浙江东日股份有限公司,,2026-07-30,
285562,公司,银座集团股份有限公司,,2026-07-30,
285647,公司,张家港保税科技(集团)股份有限公司,,2026-07-30,
285654,公司,山西杏花村汾酒厂股份有限公司,,2026-07-30,
285682,公司,百大集团股份有限公司,,2026-07-30,
285695,公司,上海九百股份有限公司,,2026-07-30,
285747,公司,无锡商业大厦大东方股份有限公司,,2026-07-30,
285752,公司,通化葡萄酒股份有限公司,,2026-07-30,
285756,公司,上海光明肉业集团股份有限公司,,2026-07-30,
285790,公司,陕西金叶科教集团股份有限公司,,2026-07-30,
285823,公司,重庆重百科技集团股份有限公司,,2026-07-30,
285826,公司,金健米业股份有限公司,,2026-07-30,
285833,公司,安琪酵母股份有限公司,,2026-07-30,
285835,公司,四川水井坊股份有限公司,,2026-07-30,
285865,公司,北京燕京啤酒股份有限公司,,2026-07-30,
285866,公司,海南京粮控股股份有限公司,,2026-07-30,
285870,公司,上海金枫酒业股份有限公司,,2026-07-30,
286034,公司,狮头科技发展股份有限公司,,2026-07-30,
286038,公司,西藏发展股份有限公司,,2026-07-30,
286042,公司,兰州黄河企业股份有限公司,,2026-07-30,
286093,公司,吉林泉阳泉股份有限公司,,2026-07-30,
286144,公司,广东广弘控股股份有限公司,,2026-07-30,
286145,公司,维维食品饮料股份有限公司,,2026-07-30,
286147,公司,河北衡水老白干酒业股份有限公司,,2026-07-30,
286161,公司,中百控股集团股份有限公司,,2026-07-30,
286194,公司,烟台张裕葡萄酿酒股份有限公司,,2026-07-30,
286211,公司,甘肃皇台酒业股份有限公司,,2026-07-30,
286217,公司,广东肇庆星湖生物科技股份有限公司,,2026-07-30,
286231,公司,兰州丽尚国潮实业集团股份有限公司,,2026-07-30,
286241,公司,光明乳业股份有限公司,,2026-07-30,
286243,公司,浙江古越龙山绍兴酒股份有限公司,,2026-07-30,
286277,公司,舍得酒业股份有限公司,,2026-07-30,
286303,公司,大连友谊(集团)股份有限公司,,2026-07-30,
286305,公司,武商集团股份有限公司,,2026-07-30,
286322,公司,西安饮食股份有限公司,,2026-07-30,
286333,公司,安徽古井贡酒股份有限公司,,2026-07-30,
286334,公司,酒鬼酒股份有限公司,,2026-07-30,
286355,公司,中储发展股份有限公司,,2026-07-30,
286371,公司,内蒙古伊利实业集团股份有限公司,,2026-07-30,
286379,公司,合肥百货大楼集团股份有限公司,,2026-07-30,
286401,公司,深圳市深粮控股股份有限公司,,2026-07-30,
286421,公司,福建东百集团股份有限公司,,2026-07-30,
286449,公司,梅花生物科技集团股份有限公司,,2026-07-30,
286471,公司,珠海中富实业股份有限公司,,2026-07-30,
286492,公司,新疆伊力特实业股份有限公司,,2026-07-30,
286516,公司,南京中央商场(集团)股份有限公司,,2026-07-30,
286535,公司,深圳市农产品集团股份有限公司,,2026-07-30,
286536,公司,北京华联商厦股份有限公司,,2026-07-30,
286541,公司,上海豫园旅游商城(集团)股份有限公司,,2026-07-30,
286563,公司,浙江中国小商品城集团股份有限公司,,2026-07-30,
286567,公司,中粮糖业控股股份有限公司,,2026-07-30,
286568,公司,南宁百货大楼股份有限公司,,2026-07-30,
286576,公司,上海新世界股份有限公司,,2026-07-30,
286593,公司,康欣新材料股份有限公司,,2026-07-30,
286595,公司,河南双汇投资发展股份有限公司,,2026-07-30,
286601,公司,青岛啤酒股份有限公司,,2026-07-30,
286615,公司,海南椰岛(集团)股份有限公司,,2026-07-30,
286616,公司,包头华资实业股份有限公司,,2026-07-30,
286623,公司,重庆啤酒股份有限公司,,2026-07-30,
286626,公司,长春欧亚集团股份有限公司,,2026-07-30,
286628,公司,宜宾五粮液股份有限公司,,2026-07-30,
286649,公司,中信尼雅葡萄酒股份有限公司,,2026-07-30,
286695,公司,中粮生物科技股份有限公司,,2026-07-30,
286696,公司,福建省燕京惠泉啤酒股份有限公司,,2026-07-30,
286697,公司,泸州老窖股份有限公司,,2026-07-30,
286720,公司,莲花控股股份有限公司,,2026-07-30,
286766,公司,中基健康产业股份有限公司,,2026-07-30,
286780,公司,上海益民商业集团股份有限公司,,2026-07-30,
286783,公司,上海妙可蓝多食品科技股份有限公司,,2026-07-30,
286785,公司,大商股份有限公司,,2026-07-30,
286829,公司,北京顺鑫农业股份有限公司,,2026-07-30,
286858,公司,安徽金种子酒业股份有限公司,,2026-07-30,
2870955,公司,郑州华英包装股份有限公司,,2026-07-30,
2871190,公司,浙江京华激光科技股份有限公司,,2026-07-30,
2873311,公司,郑州千味央厨食品股份有限公司,,2026-07-30,
2873421,公司,安徽集友新材料股份有限公司,,2026-07-30,
287378,公司,南方黑芝麻集团股份有限公司,,2026-07-30,
287467,公司,蓝星安迪苏股份有限公司,,2026-07-30,
2876421,公司,周黑鸭国际控股有限公司,,2026-07-30,
2878266,公司,湖北一致魔芋生物科技股份有限公司,,2026-07-30,
2878897,公司,中粮家佳康食品有限公司,,2026-07-30,
287957,公司,杭州解百集团股份有限公司,,2026-07-30,
2880382,公司,中国万天控股有限公司,,2026-07-30,
288111,公司,上海紫江企业集团股份有限公司,,2026-07-30,
2882390,公司,苏州欧福蛋业股份有限公司,,2026-07-30,
2882602,公司,常州春水堂健康科技股份有限公司,,2026-07-30,
2882609,公司,哈尔滨鹏程新材料科技股份有限公司,,2026-07-30,
2882614,公司,吐鲁番楼兰酒庄股份有限公司,,2026-07-30,
2882648,公司,福建南王环保科技股份有限公司,,2026-07-30,
289327,公司,利亚零售有限公司,,2026-07-30,
290244,公司,合丰集团控股有限公司,,2026-07-30,
292082,公司,大成玉米集团有限公司,,2026-07-30,
2923785,公司,广东德力智慧物流股份有限公司,,2026-07-30,
2924106,公司,浙江比例聚合科技股份有限公司,,2026-07-30,
2924446,公司,安徽合益食品股份有限公司,,2026-07-30,
2924523,公司,上海大牧汗食品股份有限公司,,2026-07-30,
294032,公司,大家乐集团有限公司,,2026-07-30,
295106,公司,中国淀粉控股有限公司,,2026-07-30,
295191,公司,步步高商业连锁股份有限公司,,2026-07-30,
295415,公司,会稽山绍兴酒股份有限公司,,2026-07-30,
295576,公司,国投中鲁果汁股份有限公司,,2026-07-30,
2956086,公司,江苏快而捷物流股份有限公司,,2026-07-30,
2956088,公司,宁波飞润海洋生物科技股份有限公司,,2026-07-30,
2956311,公司,成都巨龙生物科技股份有限公司,,2026-07-30,
2956393,公司,浙江香海食品股份有限公司,,2026-07-30,
2956964,公司,甘肃陇萃堂营养保健食品股份有限公司,,2026-07-30,
2957557,公司,广东安捷供应链管理股份有限公司,,2026-07-30,
2957608,公司,青岛城业城供应链股份有限公司,,2026-07-30,
2957636,公司,安徽荷金来农业发展股份有限公司,,2026-07-30,
29576889,公司,EDA集团控股有限公司,,2026-07-30,
2958436,公司,上海宝立食品科技股份有限公司,,2026-07-30,
2976720,公司,太平洋酒吧集团控股有限公司,,2026-07-30,
2978431,公司,广东兴艺数字印刷股份有限公司,,2026-07-30,
2978745,公司,辽宁宝丽嘉华生物医药科技股份有限公司,,2026-07-30,
298163,公司,中国北大荒产业集团控股有限公司,,2026-07-30,
298562,公司,三全食品股份有限公司,,2026-07-30,
298851,公司,贝因美股份有限公司,,2026-07-30,
2988806,公司,汉诺佳池控股有限公司,,2026-07-30,
2991901,公司,广东便捷神科技股份有限公司,,2026-07-30,
299286,公司,永旺(香港)百货有限公司,,2026-07-30,
2994014,公司,福建闽威实业股份有限公司,,2026-07-30,
2994208,公司,上海凯淳实业股份有限公司,,2026-07-30,
2994233,公司,上海高更食品科技股份有限公司,,2026-07-30,
2994401,公司,百胜中国控股有限公司,,2026-07-30,
299621,公司,浙江华康药业股份有限公司,,2026-07-30,
300656,公司,金源发展国际实业有限公司,,2026-07-30,
3006757,公司,陕西德元数字科技股份有限公司,,2026-07-30,
300780,公司,保龄宝生物股份有限公司,,2026-07-30,
3018758,公司,劲仔食品集团股份有限公司,,2026-07-30,
3020074,公司,广州遇见小面餐饮股份有限公司,,2026-07-30,
302245,公司,南顺(香港)有限公司,,2026-07-30,
302998,公司,味千(中国)控股有限公司,,2026-07-30,
303010,公司,北京三元食品股份有限公司,,2026-07-30,
303584,公司,北京鹫峰科技开发股份有限公司,,2026-07-30,
303607,公司,王朝酒业集团有限公司,,2026-07-30,
3042152,公司,嘉美食品包装(滁州)股份有限公司,,2026-07-30,
304756,公司,安井食品集团股份有限公司,,2026-07-30,
305183,公司,南极电商股份有限公司,,2026-07-30,
305656,公司,华宝国际控股有限公司,,2026-07-30,
308592,公司,烟台北方安德利果汁股份有限公司,,2026-07-30,
308738,公司,味丹国际(控股)有限公司,,2026-07-30,
309851,公司,厦门合兴包装印刷股份有限公司,,2026-07-30,
310614,公司,恒基兆业发展有限公司,,2026-07-30,
311032,公司,黄山永新股份有限公司,,2026-07-30,
312913,公司,联华超市股份有限公司,,2026-07-30,
314648,公司,浙江伊宝馨生物科技股份有限公司,,2026-07-30,
315324,公司,广州市广百股份有限公司,,2026-07-30,
315616,公司,慧聪集团有限公司,,2026-07-30,
315785,公司,北京京客隆商业集团股份有限公司,,2026-07-30,
316040,公司,佳宁娜集团控股有限公司,,2026-07-30,
316696,公司,永安国际有限公司,,2026-07-30,
317249,公司,大快活集团有限公司,,2026-07-30,
323298,公司,绍兴咸亨食品股份有限公司,,2026-07-30,
326720,公司,中科云网科技集团股份有限公司,,2026-07-30,
3268485,公司,湖南汇湘轩生物科技股份有限公司,,2026-07-30,
3270317,公司,山东吉田香料股份有限公司,,2026-07-30,
3271978,公司,中荣印刷集团股份有限公司,,2026-07-30,
327487,公司,名科国际控股有限公司,,2026-07-30,
328076,公司,中国旺旺控股有限公司,,2026-07-30,
3282755,公司,河南永丰面业股份有限公司,,2026-07-30,
3282995,公司,弥明生活百货控股有限公司,,2026-07-30,
3284167,公司,四川百夫长清真食品股份有限公司,,2026-07-30,
330180,公司,亚洲木薯资源控股有限公司,,2026-07-30,
331106,公司,佛山市海天调味食品股份有限公司,,2026-07-30,
331358,公司,南通醋酸化工股份有限公司,,2026-07-30,
3320132,公司,运兴泰集团控股有限公司,,2026-07-30,
3324142,公司,江西阳光乳业股份有限公司,,2026-07-30,
3324146,公司,青木科技股份有限公司,,2026-07-30,
3325718,公司,山东新巨丰科技包装股份有限公司,,2026-07-30,
3325745,公司,新希望乳业股份有限公司,,2026-07-30,
3336300,公司,椰丰集团有限公司,,2026-07-30,
334209,公司,森美(集团)控股有限公司,,2026-07-30,
334218,公司,中国全聚德(集团)股份有限公司,,2026-07-30,
3343236,公司,炙龙控股有限公司,,2026-07-30,
334455,公司,中国波顿集团有限公司,,2026-07-30,
3347614,公司,1957 & Co.(Hospitality) Limited,,2026-07-30,
334776,公司,香港食品投资控股有限公司,,2026-07-30,
3350572,公司,安捷包装(苏州)股份有限公司,,2026-07-30,
